state,county,NAME,Estimate -> Aggregate family income in the past 12 months (in 2023 inflation-adjusted dollars),Estimate -> Aggregate family income in the past 12 months (in 2023 inflation-adjusted dollars),Estimate -> Aggregate family income in the past 12 months (in 2023 inflation-adjusted dollars)
13,051,"Chatham County, Georgia",8188231300,8188231300,8188231300
