state,county,NAME,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B19013_001E
13,051,"Chatham County, Georgia",298143,143462,8948,8645,9126,5176,4378,2872,2717,5320,11823,11339,10549,8460,7824,8285,8369,3138,5195,3245,3973,6021,3900,2496,1663,154681,8547,8084,8682,5202,4820,2702,1992,6649,11963,11713,9649,10298,8674,8913,9727,3840,5710,3746,5049,7439,5365,2644,3273,69575
